Uniprot_AC,AFDB_Status,AFDB_pLDDT
A0A850LWP3,Found (pLDDT missing),
A0A850LTL8,Found (pLDDT missing),
A0A850LWR1,Found (pLDDT missing),
A0A850LV98,Found (pLDDT missing),
A0A850LU19,Found (pLDDT missing),
A0A850LU47,Found (pLDDT missing),
A0A850LTV4,Found (pLDDT missing),
A0A850LYJ6,Found (pLDDT missing),
A0A850LTM1,Found (pLDDT missing),
A0A850LWQ3,Found (pLDDT missing),
A0A850LTM7,Found (pLDDT missing),
A0A850LWS1,Found (pLDDT missing),
A0A850LU30,Found (pLDDT missing),
A0A850LTW0,Found (pLDDT missing),
A0A850LYK5,Found (pLDDT missing),
A0A850LWR4,Found (pLDDT missing),
A0A850LTN7,Found (pLDDT missing),
A0A850LWT3,Found (pLDDT missing),
A0A850LY96,Found (pLDDT missing),
A0A850LU63,Found (pLDDT missing),
A0A850LTX0,Found (pLDDT missing),
A0A850LYL7,Found (pLDDT missing),
A0A850LWS4,Found (pLDDT missing),
A0A850LTP6,Found (pLDDT missing),
A0A850LU56,Found (pLDDT missing),
A0A850LYA6,Found (pLDDT missing),
A0A850LYM6,Found (pLDDT missing),
A0A850LTP8,Found (pLDDT missing),
A0A850LWT4,Found (pLDDT missing),
A0A850LTQ7,Found (pLDDT missing),
A0A850LWV4,Found (pLDDT missing),
A0A850LVE1,Found (pLDDT missing),
A0A850LU68,Found (pLDDT missing),
A0A850LTY9,Found (pLDDT missing),
A0A850LYN6,Found (pLDDT missing),
A0A850LTQ6,Found (pLDDT missing),
A0A850LWU8,Found (pLDDT missing),
A0A850LVF1,Found (pLDDT missing),
A0A850LU73,Found (pLDDT missing),
A0A850LYC9,Found (pLDDT missing),
A0A850LU96,Found (pLDDT missing),
A0A850LYQ1,Found (pLDDT missing),
A0A850LTR5,Found (pLDDT missing),
A0A850LWV9,Found (pLDDT missing),
A0A850LTS7,Found (pLDDT missing),
A0A850LU87,Found (pLDDT missing),
A0A850LUA5,Found (pLDDT missing),
A0A850LYR1,Found (pLDDT missing),
A0A850LTS5,Found (pLDDT missing),
A0A850LWW9,Found (pLDDT missing),
A0A850LTT7,Found (pLDDT missing),
A0A850LWY6,Found (pLDDT missing),
A0A850LVH6,Found (pLDDT missing),
A0A850LU97,Found (pLDDT missing),
A0A850LYE9,Found (pLDDT missing),
A0A850LUB5,Found (pLDDT missing),
A0A850LU21,Found (pLDDT missing),
A0A850LYS7,Found (pLDDT missing),
A0A850LWY2,Found (pLDDT missing),
A0A850LTU6,Found (pLDDT missing),
A0A850LWZ8,Found (pLDDT missing),
A0A850LVI7,Found (pLDDT missing),
A0A850LUA8,Found (pLDDT missing),
A0A850LYF9,Found (pLDDT missing),
A0A850LUC5,Found (pLDDT missing),
A0A850LU32,Found (pLDDT missing),
A0A850LYT8,Found (pLDDT missing),
A0A850LTU5,Found (pLDDT missing),
A0A850LWZ2,Found (pLDDT missing),
A0A850LX07,Found (pLDDT missing),
A0A850LVJ8,Found (pLDDT missing),
A0A850LUB7,Found (pLDDT missing),
A0A850LYH0,Found (pLDDT missing),
A0A850LUD4,Found (pLDDT missing),
A0A850LU42,Found (pLDDT missing),
A0A850LYV0,Found (pLDDT missing),
A0A850LTV5,Found (pLDDT missing),
A0A850LVK8,Found (pLDDT missing),
A0A850LUC8,Found (pLDDT missing),
A0A850LYI1,Found (pLDDT missing),
A0A850LUE4,Found (pLDDT missing),
A0A850LU54,Found (pLDDT missing),
A0A850LYW0,Found (pLDDT missing),
A0A850LTW3,Found (pLDDT missing),
A0A850LX17,Found (pLDDT missing),
A0A850LTX4,Found (pLDDT missing),
A0A850LX30,Found (pLDDT missing),
A0A850LVM0,Found (pLDDT missing),
A0A850LU64,Found (pLDDT missing),
A0A850LX28,Found (pLDDT missing),
A0A850LX41,Found (pLDDT missing),
A0A850LVN2,Found (pLDDT missing),
A0A850LUE9,Found (pLDDT missing),
A0A850LYK3,Found (pLDDT missing),
A0A850LUG4,Found (pLDDT missing),
A0A850LU76,Found (pLDDT missing),
A0A850LYY5,Found (pLDDT missing),
A0A850LTX9,Found (pLDDT missing),
A0A850LX39,Found (pLDDT missing),
A0A850LTY8,Found (pLDDT missing),
A0A850LX56,Found (pLDDT missing),
A0A850LVP2,Found (pLDDT missing),
A0A850LUH3,Found (pLDDT missing),
A0A850LU88,Found (pLDDT missing),
A0A850LYZ5,Found (pLDDT missing),
A0A850LTZ0,Found (pLDDT missing),
A0A850LX49,Found (pLDDT missing),
A0A850LX67,Found (pLDDT missing),
A0A850LVQ2,Found (pLDDT missing),
A0A850LUG9,Found (pLDDT missing),
A0A850LYM9,Found (pLDDT missing),
A0A850LUI3,Found (pLDDT missing),
A0A850LU98,Found (pLDDT missing),
A0A850LZ09,Found (pLDDT missing),
A0A850LTZ9,Found (pLDDT missing),
A0A850LX60,Found (pLDDT missing),
A0A850LU06,Found (pLDDT missing),
A0A850LX80,Found (pLDDT missing),
A0A850LVR3,Found (pLDDT missing),
A0A850LYP1,Found (pLDDT missing),
A0A850LUJ4,Found (pLDDT missing),
A0A850LUA7,Found (pLDDT missing),
A0A850LZ24,Found (pLDDT missing),
A0A850LU08,Found (pLDDT missing),
A0A850LX73,Found (pLDDT missing),
A0A850LU13,Found (pLDDT missing),
A0A850LX90,Found (pLDDT missing),
A0A850LVS6,Found (pLDDT missing),
A0A850LUJ1,Found (pLDDT missing),
A0A850LYQ2,Found (pLDDT missing),
A0A850LUK5,Found (pLDDT missing),
A0A850LUC1,Found (pLDDT missing),
A0A850LZ34,Found (pLDDT missing),
A0A850LU14,Found (pLDDT missing),
A0A850LX84,Found (pLDDT missing),
A0A850LU22,Found (pLDDT missing),
A0A850LVT8,Found (pLDDT missing),
A0A850LUK3,Found (pLDDT missing),
A0A850LYR2,Found (pLDDT missing),
A0A850LUL7,Found (pLDDT missing),
A0A850LUD1,Found (pLDDT missing),
A0A850LZ44,Found (pLDDT missing),
A0A850LU24,Found (pLDDT missing),
A0A850LX97,Found (pLDDT missing),
A0A850LU31,Found (pLDDT missing),
A0A850LXB3,Found (pLDDT missing),
A0A850LVU9,Found (pLDDT missing),
A0A850LUL3,Found (pLDDT missing),
A0A850LYS6,Found (pLDDT missing),
A0A850LUM6,Found (pLDDT missing),
A0A850LUE0,Found (pLDDT missing),
A0A850LU33,Found (pLDDT missing),
A0A850LXA8,Found (pLDDT missing),
A0A850LU41,Found (pLDDT missing),
A0A850LXC4,Found (pLDDT missing),
A0A850LUM4,Found (pLDDT missing),
A0A850LYT6,Found (pLDDT missing),
A0A850LUP1,Found (pLDDT missing),
A0A850LUF1,Found (pLDDT missing),
A0A850LZ64,Found (pLDDT missing),
A0A850LXC0,Found (pLDDT missing),
A0A850LU51,Found (pLDDT missing),
A0A850LXD6,Found (pLDDT missing),
A0A850LVW8,Found (pLDDT missing),
A0A850LUN4,Found (pLDDT missing),
A0A850LUQ2,Found (pLDDT missing),
A0A850LUG0,Found (pLDDT missing),
A0A850LZ74,Found (pLDDT missing),
A0A850LU52,Found (pLDDT missing),
A0A850LXD2,Found (pLDDT missing),
A0A850LU61,Found (pLDDT missing),
A0A850LUQ0,Found (pLDDT missing),
A0A850LUR7,Found (pLDDT missing),
A0A850LUH5,Found (pLDDT missing),
A0A850LZ93,Found (pLDDT missing),
A0A850LU70,Found (pLDDT missing),
A0A850LXF5,Found (pLDDT missing),
A0A850LU79,Found (pLDDT missing),
A0A850LXG8,Found (pLDDT missing),
A0A850LVZ6,Found (pLDDT missing),
A0A850LYY0,Found (pLDDT missing),
A0A850LUS7,Found (pLDDT missing),
A0A850LU86,Found (pLDDT missing),
A0A850LXH7,Found (pLDDT missing),
A0A850LW06,Found (pLDDT missing),
A0A850LUR8,Found (pLDDT missing),
A0A850LYY6,Found (pLDDT missing),
A0A850LUT5,Found (pLDDT missing),
A0A850LUJ8,Found (pLDDT missing),
A0A850LZB3,Found (pLDDT missing),
A0A850LU83,Found (pLDDT missing),
A0A850LU94,Found (pLDDT missing),
A0A850LXI8,Found (pLDDT missing),
A0A850LW16,Found (pLDDT missing),
A0A850LUS5,Found (pLDDT missing),
A0A850LYZ6,Found (pLDDT missing),
A0A850LUU6,Found (pLDDT missing),
A0A850LUK4,Found (pLDDT missing),
A0A850LZC1,Found (pLDDT missing),
A0A850LU92,Found (pLDDT missing),
A0A850LXJ2,Found (pLDDT missing),
A0A850LUA2,Found (pLDDT missing),
A0A850LXJ6,Found (pLDDT missing),
A0A850LW26,Found (pLDDT missing),
A0A850LUT6,Found (pLDDT missing),
A0A850LZ05,Found (pLDDT missing),
A0A850LUV5,Found (pLDDT missing),
A0A850LUL4,Found (pLDDT missing),
A0A850LZD1,Found (pLDDT missing),
A0A850LUA1,Found (pLDDT missing),
A0A850LXK3,Found (pLDDT missing),
A0A850LUA9,Found (pLDDT missing),
A0A850LXK6,Found (pLDDT missing),
A0A850LW34,Found (pLDDT missing),
A0A850LUU3,Found (pLDDT missing),
A0A850LZ15,Found (pLDDT missing),
A0A850LUB2,Found (pLDDT missing),
A0A850LXL3,Found (pLDDT missing),
A0A850LUB6,Found (pLDDT missing),
A0A850LXL4,Found (pLDDT missing),
A0A850LW48,Found (pLDDT missing),
A0A850LUV4,Found (pLDDT missing),
A0A850LZ25,Found (pLDDT missing),
A0A850LZF0,Found (pLDDT missing),
A0A850LUB9,Found (pLDDT missing),
A0A850LXM3,Found (pLDDT missing),
A0A850LUC4,Found (pLDDT missing),
A0A850LXM4,Found (pLDDT missing),
A0A850LW57,Found (pLDDT missing),
A0A850LUW4,Found (pLDDT missing),
A0A850LZ35,Found (pLDDT missing),
A0A850LUY3,Found (pLDDT missing),
A0A850LUN7,Found (pLDDT missing),
A0A850LZG0,Found (pLDDT missing),
A0A850LUC6,Found (pLDDT missing),
A0A850LXN5,Found (pLDDT missing),
A0A850LUD3,Found (pLDDT missing),
A0A850LXN4,Found (pLDDT missing),
A0A850LZ45,Found (pLDDT missing),
A0A850LUZ1,Found (pLDDT missing),
A0A850LUP6,Found (pLDDT missing),
A0A850LZG7,Found (pLDDT missing),
A0A850LUD6,Found (pLDDT missing),
A0A850LXP1,Found (pLDDT missing),
A0A850LUD9,Found (pLDDT missing),
A0A850LXP6,Found (pLDDT missing),
A0A850LW74,Found (pLDDT missing),
A0A850LUZ9,Found (pLDDT missing),
A0A850LUQ6,Found (pLDDT missing),
A0A850LZH6,Found (pLDDT missing),
A0A850LUE5,Found (pLDDT missing),
A0A850LXQ1,Found (pLDDT missing),
A0A850LXQ8,Found (pLDDT missing),
A0A850LW82,Found (pLDDT missing),
A0A850LUZ5,Found (pLDDT missing),
A0A850LUR3,Found (pLDDT missing),
A0A850LZI8,Found (pLDDT missing),
A0A850LUF7,Found (pLDDT missing),
A0A850LXR3,Found (pLDDT missing),
A0A850LUF8,Found (pLDDT missing),
A0A850LXR8,Found (pLDDT missing),
A0A850LW91,Found (pLDDT missing),
A0A850LV03,Found (pLDDT missing),
A0A850LZ76,Found (pLDDT missing),
A0A850LUS3,Found (pLDDT missing),
A0A850LZJ8,Found (pLDDT missing),
A0A850LXS3,Found (pLDDT missing),
A0A850LUG5,Found (pLDDT missing),
A0A850LXS8,Found (pLDDT missing),
A0A850LWA0,Found (pLDDT missing),
A0A850LV10,Found (pLDDT missing),
A0A850LZ85,Found (pLDDT missing),
A0A850LV30,Found (pLDDT missing),
A0A850LUT3,Found (pLDDT missing),
A0A850LZK8,Found (pLDDT missing),
A0A850LUH6,Found (pLDDT missing),
A0A850LXT3,Found (pLDDT missing),
A0A850LUH2,Found (pLDDT missing),
A0A850LXT5,Found (pLDDT missing),
A0A850LWB0,Found (pLDDT missing),
A0A850LV18,Found (pLDDT missing),
A0A850LZ95,Found (pLDDT missing),
A0A850LV40,Found (pLDDT missing),
A0A850LUU5,Found (pLDDT missing),
A0A850LZL9,Found (pLDDT missing),
A0A850LUI4,Found (pLDDT missing),
A0A850LXU3,Found (pLDDT missing),
A0A850LUI1,Found (pLDDT missing),
A0A850LXU6,Found (pLDDT missing),
A0A850LWB9,Found (pLDDT missing),
A0A850LV26,Found (pLDDT missing),
A0A850LZA4,Found (pLDDT missing),
A0A850LZM7,Found (pLDDT missing),
A0A850LUJ3,Found (pLDDT missing),
A0A850LXV3,Found (pLDDT missing),
A0A850LUJ0,Found (pLDDT missing),
A0A850LXV6,Found (pLDDT missing),
A0A850LWC9,Found (pLDDT missing),
A0A850LV36,Found (pLDDT missing),
A0A850LZB4,Found (pLDDT missing),
A0A850LV55,Found (pLDDT missing),
A0A850LUW1,Found (pLDDT missing),
A0A850LZP1,Found (pLDDT missing),
A0A850LUK2,Found (pLDDT missing),
A0A850LXW2,Found (pLDDT missing),
A0A850LUK0,Found (pLDDT missing),
A0A850LWD8,Found (pLDDT missing),
A0A850LV47,Found (pLDDT missing),
A0A850LZC4,Found (pLDDT missing),
A0A850LV65,Found (pLDDT missing),
A0A850LUX5,Found (pLDDT missing),
A0A850LZQ1,Found (pLDDT missing),
A0A850LUL2,Found (pLDDT missing),
A0A850LXX4,Found (pLDDT missing),
A0A850LUK8,Found (pLDDT missing),
A0A850LXX7,Found (pLDDT missing),
A0A850LWE9,Found (pLDDT missing),
A0A850LV56,Found (pLDDT missing),
A0A850LZD5,Found (pLDDT missing),
A0A850LV77,Found (pLDDT missing),
A0A850LUY4,Found (pLDDT missing),
A0A850LZR3,Found (pLDDT missing),
A0A850LUM1,Found (pLDDT missing),
A0A850LXY2,Found (pLDDT missing),
A0A850LUL6,Found (pLDDT missing),
A0A850LXY6,Found (pLDDT missing),
A0A850LWG1,Found (pLDDT missing),
A0A850LV68,Found (pLDDT missing),
A0A850LZE5,Found (pLDDT missing),
A0A850LV88,Found (pLDDT missing),
A0A850LUZ0,Found (pLDDT missing),
A0A850LZS2,Found (pLDDT missing),
A0A850LXZ3,Found (pLDDT missing),
A0A850LUM5,Found (pLDDT missing),
A0A850LXZ6,Found (pLDDT missing),
A0A850LWH1,Found (pLDDT missing),
A0A850LV79,Found (pLDDT missing),
A0A850LZF4,Found (pLDDT missing),
A0A850LV94,Found (pLDDT missing),
A0A850LV01,Found (pLDDT missing),
A0A850LZT2,Found (pLDDT missing),
A0A850LUP0,Found (pLDDT missing),
A0A850LY02,Found (pLDDT missing),
A0A850LUN5,Found (pLDDT missing),
A0A850LY10,Found (pLDDT missing),
A0A850LWH9,Found (pLDDT missing),
A0A850LV90,Found (pLDDT missing),
A0A850LVA4,Found (pLDDT missing),
A0A850LV11,Found (pLDDT missing),
A0A850LUP7,Found (pLDDT missing),
A0A850LY12,Found (pLDDT missing),
A0A850LUP4,Found (pLDDT missing),
A0A850LWJ0,Found (pLDDT missing),
A0A850LVA0,Found (pLDDT missing),
A0A850LZH3,Found (pLDDT missing),
A0A850LVB4,Found (pLDDT missing),
A0A850LV21,Found (pLDDT missing),
A0A850LZV3,Found (pLDDT missing),
A0A850LUQ7,Found (pLDDT missing),
A0A850LY22,Found (pLDDT missing),
A0A850LUQ3,Found (pLDDT missing),
A0A850LY29,Found (pLDDT missing),
A0A850LWK0,Found (pLDDT missing),
A0A850LVB1,Found (pLDDT missing),
A0A850LZI2,Found (pLDDT missing),
A0A850LVC5,Found (pLDDT missing),
A0A850LV31,Found (pLDDT missing),
A0A850LZW4,Found (pLDDT missing),
A0A850LUR4,Found (pLDDT missing),
A0A850LUR2,Found (pLDDT missing),
A0A850LY39,Found (pLDDT missing),
A0A850LWL1,Found (pLDDT missing),
A0A850LZJ0,Found (pLDDT missing),
A0A850LVD5,Found (pLDDT missing),
A0A850LV39,Found (pLDDT missing),
A0A850LZX4,Found (pLDDT missing),
A0A850LUS4,Found (pLDDT missing),
A0A850LUS1,Found (pLDDT missing),
A0A850LY49,Found (pLDDT missing),
A0A850LWM1,Found (pLDDT missing),
A0A850LVD1,Found (pLDDT missing),
A0A850LZJ9,Found (pLDDT missing),
A0A850LVE4,Found (pLDDT missing),
A0A850LV44,Found (pLDDT missing),
A0A850LUT4,Found (pLDDT missing),
A0A850LUT1,Found (pLDDT missing),
A0A850LY59,Found (pLDDT missing),
A0A850LWN4,Found (pLDDT missing),
A0A850LVD7,Found (pLDDT missing),
A0A850LZL1,Found (pLDDT missing),
A0A850LZZ4,Found (pLDDT missing),
A0A850LUU1,Found (pLDDT missing),
A0A850LY61,Found (pLDDT missing),
A0A850LUU0,Found (pLDDT missing),
A0A850LY70,Found (pLDDT missing),
A0A850LWP2,Found (pLDDT missing),
A0A850LZM1,Found (pLDDT missing),
A0A850LVG2,Found (pLDDT missing),
A0A850M006,Found (pLDDT missing),
A0A850LUU8,Found (pLDDT missing),
A0A850LY72,Found (pLDDT missing),
A0A850LWQ2,Found (pLDDT missing),
A0A850LVG1,Found (pLDDT missing),
A0A850LZM9,Found (pLDDT missing),
A0A850LVH0,Found (pLDDT missing),
A0A850LV69,Found (pLDDT missing),
A0A850M013,Found (pLDDT missing),
A0A850LUV8,Found (pLDDT missing),
A0A850LUW0,Found (pLDDT missing),
A0A850LY90,Found (pLDDT missing),
A0A850LWR2,Found (pLDDT missing),
A0A850LVH4,Found (pLDDT missing),
A0A850LZN8,Found (pLDDT missing),
A0A850LVI1,Found (pLDDT missing),
A0A850M024,Found (pLDDT missing),
A0A850LUW7,Found (pLDDT missing),
A0A850LY92,Found (pLDDT missing),
A0A850LUW8,Found (pLDDT missing),
A0A850LWS2,Found (pLDDT missing),
A0A850LVI2,Found (pLDDT missing),
A0A850LVI9,Found (pLDDT missing),
A0A850LV84,Found (pLDDT missing),
A0A850M035,Found (pLDDT missing),
A0A850LYA4,Found (pLDDT missing),
A0A850LUX7,Found (pLDDT missing),
A0A850LYB4,Found (pLDDT missing),
A0A850LWT2,Found (pLDDT missing),
A0A850LVJ1,Found (pLDDT missing),
A0A850LZQ7,Found (pLDDT missing),
A0A850LVJ7,Found (pLDDT missing),
A0A850LV92,Found (pLDDT missing),
A0A850M045,Found (pLDDT missing),
A0A850LUY8,Found (pLDDT missing),
A0A850LYC5,Found (pLDDT missing),
A0A850LVK2,Found (pLDDT missing),
A0A850LZR6,Found (pLDDT missing),
A0A850LVA2,Found (pLDDT missing),
A0A850M055,Found (pLDDT missing),
A0A850LUZ7,Found (pLDDT missing),
A0A850LYC4,Found (pLDDT missing),
A0A850LYD4,Found (pLDDT missing),
A0A850LVL3,Found (pLDDT missing),
A0A850LZS7,Found (pLDDT missing),
A0A850LVL8,Found (pLDDT missing),
A0A850LV07,Found (pLDDT missing),
A0A850LYD6,Found (pLDDT missing),
A0A850LV06,Found (pLDDT missing),
A0A850LYE4,Found (pLDDT missing),
A0A850LWW0,Found (pLDDT missing),
A0A850LVM4,Found (pLDDT missing),
A0A850LZU1,Found (pLDDT missing),
A0A850LVM7,Found (pLDDT missing),
A0A850LVC0,Found (pLDDT missing),
A0A850M076,Found (pLDDT missing),
A0A850LV15,Found (pLDDT missing),
A0A850LYE7,Found (pLDDT missing),
A0A850LV12,Found (pLDDT missing),
A0A850LYF4,Found (pLDDT missing),
A0A850LWW8,Found (pLDDT missing),
A0A850LZV2,Found (pLDDT missing),
A0A850LVC8,Found (pLDDT missing),
A0A850M087,Found (pLDDT missing),
A0A850LV23,Found (pLDDT missing),
A0A850LYF8,Found (pLDDT missing),
A0A850LYG1,Found (pLDDT missing),
A0A850LWX6,Found (pLDDT missing),
A0A850LVP4,Found (pLDDT missing),
A0A850LZW3,Found (pLDDT missing),
A0A850LVP8,Found (pLDDT missing),
A0A850LVE0,Found (pLDDT missing),
A0A850M096,Found (pLDDT missing),
A0A850LV33,Found (pLDDT missing),
A0A850LYG9,Found (pLDDT missing),
A0A850LV32,Found (pLDDT missing),
A0A850LWY7,Found (pLDDT missing),
A0A850LVQ3,Found (pLDDT missing),
A0A850LZX5,Found (pLDDT missing),
A0A850LVQ6,Found (pLDDT missing),
A0A850LVE8,Found (pLDDT missing),
A0A850M0A8,Found (pLDDT missing),
A0A850LV41,Found (pLDDT missing),
A0A850LV43,Found (pLDDT missing),
A0A850LYI4,Found (pLDDT missing),
A0A850LWZ6,Found (pLDDT missing),
A0A850LVR5,Found (pLDDT missing),
A0A850LZY4,Found (pLDDT missing),
A0A850LVR6,Found (pLDDT missing),
A0A850LVF7,Found (pLDDT missing),
A0A850M0B6,Found (pLDDT missing),
A0A850LV51,Found (pLDDT missing),
A0A850LYJ0,Found (pLDDT missing),
A0A850LV52,Found (pLDDT missing),
A0A850LYJ5,Found (pLDDT missing),
A0A850LX05,Found (pLDDT missing),
A0A850LVS4,Found (pLDDT missing),
A0A850LZZ5,Found (pLDDT missing),
A0A850LVS7,Found (pLDDT missing),
A0A850LVG7,Found (pLDDT missing),
A0A850M0C9,Found (pLDDT missing),
A0A850LV59,Found (pLDDT missing),
A0A850LYK7,Found (pLDDT missing),
A0A850LVT4,Found (pLDDT missing),
A0A850M005,Found (pLDDT missing),
A0A850LVT6,Found (pLDDT missing),
A0A850LVH7,Found (pLDDT missing),
A0A850M0D9,Found (pLDDT missing),
A0A850LV67,Found (pLDDT missing),
A0A850LYK8,Found (pLDDT missing),
A0A850LV66,Found (pLDDT missing),
A0A850LYL4,Found (pLDDT missing),
A0A850LX25,Found (pLDDT missing),
A0A850LVU4,Found (pLDDT missing),
A0A850M018,Found (pLDDT missing),
A0A850LVU5,Found (pLDDT missing),
A0A850LVI5,Found (pLDDT missing),
A0A850M0E9,Found (pLDDT missing),
A0A850LV76,Found (pLDDT missing),
A0A850LYL9,Found (pLDDT missing),
A0A850LX36,Found (pLDDT missing),
A0A850LVV4,Found (pLDDT missing),
A0A850M028,Found (pLDDT missing),
A0A850M0F7,Found (pLDDT missing),
A0A850LYN0,Found (pLDDT missing),
A0A850LV82,Found (pLDDT missing),
A0A850LX46,Found (pLDDT missing),
A0A850LVW4,Found (pLDDT missing),
A0A850M0G6,Found (pLDDT missing),
A0A850LV91,Found (pLDDT missing),
A0A850LYP9,Found (pLDDT missing),
A0A850LX57,Found (pLDDT missing),
A0A850LVX5,Found (pLDDT missing),
A0A850LVX6,Found (pLDDT missing),
A0A850LVL4,Found (pLDDT missing),
A0A850LVA3,Found (pLDDT missing),
A0A850LYQ0,Found (pLDDT missing),
A0A850LYQ9,Found (pLDDT missing),
A0A850LX65,Found (pLDDT missing),
A0A850LVY7,Found (pLDDT missing),
A0A850M0I6,Found (pLDDT missing),
A0A850LVB3,Found (pLDDT missing),
A0A850LYR0,Found (pLDDT missing),
A0A850LYR9,Found (pLDDT missing),
A0A850LX74,Found (pLDDT missing),
A0A850M070,Found (pLDDT missing),
A0A850LVZ5,Found (pLDDT missing),
A0A850LVM8,Found (pLDDT missing),
A0A850M0J6,Found (pLDDT missing),
A0A850LVB9,Found (pLDDT missing),
A0A850LVB7,Found (pLDDT missing),
A0A850LYT0,Found (pLDDT missing),
A0A850LX81,Found (pLDDT missing),
A0A850LW05,Found (pLDDT missing),
A0A850M080,Found (pLDDT missing),
A0A850LW04,Found (pLDDT missing),
A0A850LVN8,Found (pLDDT missing),
A0A850M0K8,Found (pLDDT missing),
A0A850LVC9,Found (pLDDT missing),
A0A850LYS9,Found (pLDDT missing),
A0A850LVC6,Found (pLDDT missing),
A0A850LX92,Found (pLDDT missing),
A0A850LW15,Found (pLDDT missing),
A0A850M089,Found (pLDDT missing),
A0A850LW14,Found (pLDDT missing),
A0A850LVP5,Found (pLDDT missing),
A0A850M0M2,Found (pLDDT missing),
A0A850LYU0,Found (pLDDT missing),
A0A850LVD4,Found (pLDDT missing),
A0A850LYU9,Found (pLDDT missing),
A0A850LXA1,Found (pLDDT missing),
A0A850LW25,Found (pLDDT missing),
A0A850LW23,Found (pLDDT missing),
A0A850LVQ5,Found (pLDDT missing),
A0A850LYV1,Found (pLDDT missing),
A0A850LVE5,Found (pLDDT missing),
A0A850LYV7,Found (pLDDT missing),
A0A850LXB1,Found (pLDDT missing),
A0A850LW35,Found (pLDDT missing),
A0A850LW33,Found (pLDDT missing),
A0A850LVR2,Found (pLDDT missing),
A0A850M0P2,Found (pLDDT missing),
A0A850LVF4,Found (pLDDT missing),
A0A850LYV8,Found (pLDDT missing),
A0A850LVF6,Found (pLDDT missing),
A0A850LYX0,Found (pLDDT missing),
A0A850LXC2,Found (pLDDT missing),
A0A850LW50,Found (pLDDT missing),
A0A850M0B9,Found (pLDDT missing),
A0A850LW43,Found (pLDDT missing),
A0A850M0Q3,Found (pLDDT missing),
A0A850LYW9,Found (pLDDT missing),
A0A850LVG6,Found (pLDDT missing),
A0A850LYY1,Found (pLDDT missing),
A0A850LW62,Found (pLDDT missing),
A0A850M0C8,Found (pLDDT missing),
A0A850LW53,Found (pLDDT missing),
A0A850LVS9,Found (pLDDT missing),
A0A850LVH1,Found (pLDDT missing),
A0A850LYX8,Found (pLDDT missing),
A0A850LVH3,Found (pLDDT missing),
A0A850LW72,Found (pLDDT missing),
A0A850M0D7,Found (pLDDT missing),
A0A850LW67,Found (pLDDT missing),
A0A850LVT7,Found (pLDDT missing),
A0A850M0S4,Found (pLDDT missing),
A0A850LVI0,Found (pLDDT missing),
A0A850LYY7,Found (pLDDT missing),
A0A850LVI3,Found (pLDDT missing),
A0A850LZ00,Found (pLDDT missing),
A0A850LW83,Found (pLDDT missing),
A0A850M0E6,Found (pLDDT missing),
A0A850LW76,Found (pLDDT missing),
A0A850LVU8,Found (pLDDT missing),
A0A850M0T4,Found (pLDDT missing),
A0A850LVJ0,Found (pLDDT missing),
A0A850LYZ9,Found (pLDDT missing),
A0A850LVJ3,Found (pLDDT missing),
A0A850LZ11,Found (pLDDT missing),
A0A850LXG1,Found (pLDDT missing),
A0A850M0F4,Found (pLDDT missing),
A0A850LW86,Found (pLDDT missing),
A0A850LVV7,Found (pLDDT missing),
A0A850M0U4,Found (pLDDT missing),
A0A850LVK0,Found (pLDDT missing),
A0A850LZ08,Found (pLDDT missing),
A0A850LVK3,Found (pLDDT missing),
A0A850LZ21,Found (pLDDT missing),
A0A850LXH0,Found (pLDDT missing),
A0A850LWA3,Found (pLDDT missing),
A0A850M0G7,Found (pLDDT missing),
A0A850LW96,Found (pLDDT missing),
A0A850LVW5,Found (pLDDT missing),
A0A850M0V2,Found (pLDDT missing),
A0A850LVK6,Found (pLDDT missing),
A0A850LVL2,Found (pLDDT missing),
A0A850LZ32,Found (pLDDT missing),
A0A850LXI0,Found (pLDDT missing),
A0A850M0W5,Found (pLDDT missing),
A0A850LVL5,Found (pLDDT missing),
A0A850LZ27,Found (pLDDT missing),
A0A850LVM1,Found (pLDDT missing),
A0A850LZ41,Found (pLDDT missing),
A0A850LXI7,Found (pLDDT missing),
A0A850LWC4,Found (pLDDT missing),
A0A850M0I9,Found (pLDDT missing),
A0A850LWB6,Found (pLDDT missing),
A0A850LVY3,Found (pLDDT missing),
A0A850M0X4,Found (pLDDT missing),
A0A850LVM6,Found (pLDDT missing),
A0A850LZ37,Found (pLDDT missing),
A0A850LVM9,Found (pLDDT missing),
A0A850LZ53,Found (pLDDT missing),
A0A850LXJ7,Found (pLDDT missing),
A0A850LWD3,Found (pLDDT missing),
